PID,age,sex,marital_status,job,employment_since,credit_hist,credit_amount,purpose,duration,installment_rate,debtors,residence_since,property,installment_other,housing,existing_credits,liable_people,monthly_rent_or_mortgage,tel,online_banking,foreign,checking_account,savings,default
6060820,30,female,single,skilled employee / official,<1 year,all paid,5238,business,19,4,co-applicant,1,car or other,bank,rent,1,1,187,none,yes,yes,29,50,2
4174418,30,male,divorced/separated,management/self-employed/highly qualified,3,existing credits paid,1383,education,4,4,guarantor,4,real estate,bank,own,2,1,230,registered,yes,yes,no checking account,146,2
12925390,31,male,single,management/self-employed/highly qualified,11,critical account,784,business,39,4,guarantor,4,car or other,none,own,1,1,206,none,yes,yes,-221,244,2
5360028,35,male,divorced/separated,skilled employee / official,2,all paid,13868,radio/television,61,4,none,3,car or other,none,own,2,1,202,registered,yes,yes,no checking account,677,2
14225913,45,female,single,skilled employee / official,3,critical account,3506,furniture/equipment,15,2,none,2,car or other,bank,own,2,1,201,registered,yes,yes,82,74,1
8337813,28,female,single,unskilled - resident,2,critical account,250,furniture/equipment,26,4,co-applicant,1,unknown /no property,bank,rent,1,1,197,registered,yes,yes,no checking account,unknown,1
6592909,41,female,single,skilled employee / official,19,existing credits paid,1189,radio/television,13,4,none,4,car or other,bank,own,1,1,181,registered,yes,yes,no checking account,unknown,1
15550331,44,male,single,management/self-employed/highly qualified,<1 year,existing credits paid,250,radio/television,24,4,none,3,real estate,bank,own,1,1,161,registered,yes,yes,-240,756,1
12768317,34,male,divorced/separated,management/self-employed/highly qualified,6,delay,4137,car (new),21,2,none,4,life insurance,none,own,1,1,231,registered,yes,yes,-208,unknown,1
12192762,31,male,divorced/separated,unskilled - resident,unemployed,critical account,3628,car (new),41,2,none,2,real estate,none,own,2,2,558,none,no,yes,no checking account,0,1
2850188,33,male,single,skilled employee / official,7,critical account,1444,furniture/equipment,13,1,guarantor,4,life insurance,none,own,4,1,201,registered,yes,yes,120,unknown,1
6109179,75,male,single,skilled employee / official,3,delay,1504,radio/television,5,1,none,4,car or other,bank,own,1,1,207,registered,yes,yes,no checking account,53,1
11656109,49,female,divorced/separated,management/self-employed/highly qualified,<1 year,delay,1354,business,4,2,none,2,car or other,bank,own,2,1,1143,registered,yes,yes,no checking account,46,1
3439992,46,male,single,management/self-employed/highly qualified,<1 year,existing credits paid,3470,repairs,19,4,none,2,car or other,none,own,1,1,194,none,yes,yes,194,336,2
14210425,48,male,single,skilled employee / official,18,no credits,911,domestic appliances,7,4,co-applicant,4,real estate,none,own,1,2,182,none,yes,yes,-191,26,1
6862223,27,male,divorced/separated,skilled employee / official,<1 year,delay,5706,education,4,1,none,4,real estate,none,own,2,1,226,none,yes,yes,no checking account,79,1
5128644,26,male,divorced/separated,skilled employee / official,9,no credits,2572,business,14,4,none,3,car or other,none,own,2,1,703,registered,yes,yes,525,54,1
7943303,32,male,single,skilled employee / official,<1 year,critical account,479,car (new),25,1,none,4,real estate,none,own,2,1,220,none,yes,yes,no checking account,unknown,2
12549257,34,female,single,skilled employee / official,10,all paid,11240,furniture/equipment,20,4,none,4,unknown /no property,none,for free,1,1,226,none,yes,yes,96,637,2
11223122,30,male,single,unskilled - resident,1,critical account,715,car (new),9,3,none,1,life insurance,none,own,1,2,1121,registered,yes,yes,no checking account,201,2
6959036,75,male,divorced/separated,management/self-employed/highly qualified,7,critical account,658,furniture/equipment,34,4,none,2,car or other,none,rent,2,2,187,registered,yes,yes,4,39,1
9300917,30,male,single,unemployed/unskilled - non-resident,8,critical account,2697,car (new),27,2,none,4,real estate,none,own,1,1,235,none,yes,no,no checking account,63,1
4344560,48,male,divorced/separated,unskilled - resident,12,critical account,250,car (new),12,4,co-applicant,4,life insurance,none,own,1,1,204,registered,yes,yes,-201,unknown,1
9938356,48,male,single,management/self-employed/highly qualified,4,existing credits paid,1456,car (new),35,4,none,3,unknown /no property,bank,own,1,2,220,none,yes,yes,no checking account,65,1
5060244,27,male,single,unskilled - resident,8,critical account,1522,business,26,4,none,4,real estate,none,own,1,1,194,none,no,yes,103,48,1
11864323,50,male,single,management/self-employed/highly qualified,unemployed,existing credits paid,673,car (new),54,4,none,1,life insurance,none,for free,2,1,212,registered,yes,yes,no checking account,898,1
1389335,40,male,divorced/separated,unskilled - resident,unemployed,critical account,595,car (new),19,4,none,2,car or other,none,own,2,1,186,none,yes,yes,87,35,1
12530501,69,male,single,skilled employee / official,23,delay,3616,radio/television,52,2,none,1,life insurance,none,rent,1,1,382,none,no,yes,no checking account,48,1
13686623,28,male,single,management/self-employed/highly qualified,3,existing credits paid,2273,radio/television,28,4,none,4,car or other,bank,for free,2,1,232,none,yes,yes,no checking account,2438,2
4051678,28,female,single,management/self-employed/highly qualified,6,critical account,1136,car (used),71,4,none,3,car or other,none,own,2,1,222,none,no,yes,200,28,1
3079816,26,female,single,skilled employee / official,8,critical account,2730,car (new),21,4,none,4,unknown /no property,none,own,1,1,199,none,no,yes,90,657,1
4897155,29,female,single,management/self-employed/highly qualified,3,existing credits paid,7647,car (new),9,4,none,3,real estate,none,own,1,1,386,none,yes,yes,no checking account,21,2
16349076,75,male,single,unskilled - resident,12,critical account,2242,car (new),24,4,none,4,life insurance,bank,own,1,1,13,registered,yes,yes,-184,unknown,1
4494550,22,male,single,skilled employee / official,7,critical account,5416,business,47,4,none,2,real estate,none,rent,1,1,151,none,yes,yes,496,808,2
2236286,47,male,divorced/separated,unskilled - resident,18,existing credits paid,4076,car (new),11,2,none,4,real estate,none,own,1,1,185,registered,yes,yes,no checking account,unknown,2
15308813,26,female,single,unskilled - resident,5,critical account,1794,radio/television,12,4,guarantor,4,real estate,none,own,1,1,207,registered,no,yes,41,13,1
797262,29,male,single,skilled employee / official,<1 year,critical account,3652,business,16,4,co-applicant,1,life insurance,none,own,2,2,212,registered,yes,yes,157,57,2
13971373,34,male,divorced/separated,unskilled - resident,<1 year,existing credits paid,4501,furniture/equipment,52,4,none,2,real estate,none,own,2,2,228,registered,yes,yes,no checking account,unknown,1
16355549,58,male,divorced/separated,management/self-employed/highly qualified,4,existing credits paid,2963,furniture/equipment,23,2,none,4,real estate,none,own,1,1,234,none,yes,yes,137,32,1
11326138,34,female,single,skilled employee / official,4,existing credits paid,1966,radio/television,27,4,none,4,real estate,none,for free,1,1,197,registered,yes,no,579,680,2
4656187,73,male,single,unskilled - resident,56,critical account,766,retraining,20,2,none,3,unknown /no property,none,rent,1,1,198,none,yes,yes,no checking account,561,2
3591056,41,male,divorced/separated,unskilled - resident,<1 year,existing credits paid,1942,car (new),22,4,none,4,unknown /no property,none,own,1,1,190,none,no,yes,54,47,2
3263415,26,male,single,unskilled - resident,1,critical account,2083,business,40,4,none,2,real estate,none,own,1,2,225,registered,no,yes,no checking account,31,1
14463340,36,male,single,skilled employee / official,18,critical account,625,business,10,4,none,1,unknown /no property,none,own,2,1,190,none,yes,yes,170,278,1
8074237,48,male,divorced/separated,skilled employee / official,11,critical account,1799,car (used),52,4,none,3,real estate,none,own,1,1,169,none,yes,yes,no checking account,44,1
9696168,50,male,divorced/separated,skilled employee / official,<1 year,critical account,4412,car (new),20,4,none,2,real estate,none,own,1,1,666,none,no,no,no checking account,472,2
14723534,27,female,single,unemployed/unskilled - non-resident,7,existing credits paid,4883,furniture/equipment,4,2,co-applicant,4,life insurance,none,own,1,2,203,none,yes,yes,-270,27,2
2935364,42,male,married/widowed,unskilled - resident,<1 year,existing credits paid,1375,furniture/equipment,19,1,none,2,unknown /no property,none,own,1,1,202,registered,no,yes,129,62,1
2852735,40,male,single,management/self-employed/highly qualified,6,all paid,3581,radio/television,15,3,none,2,car or other,none,own,1,2,637,none,yes,yes,-90,265,2
4167657,32,male,single,skilled employee / official,3,existing credits paid,2603,car (new),45,4,co-applicant,1,life insurance,bank,own,1,2,634,registered,no,yes,-249,64,1
11822552,40,male,divorced/separated,skilled employee / official,12,all paid,4289,business,28,4,none,3,unknown /no property,none,own,1,1,239,none,no,yes,71,45,1
7026406,36,male,divorced/separated,skilled employee / official,<1 year,critical account,1188,radio/television,13,4,none,3,car or other,none,own,1,1,231,registered,yes,no,-195,unknown,1
15433840,22,male,single,unskilled - resident,2,existing credits paid,975,car (new),16,1,none,1,real estate,bank,own,1,1,210,registered,yes,yes,-225,94,1
8787147,28,male,single,unskilled - resident,4,critical account,250,car (new),12,4,none,2,real estate,none,own,1,1,197,none,no,yes,no checking account,294,1
16584139,39,male,single,skilled employee / official,7,critical account,957,domestic appliances,5,2,none,4,unknown /no property,bank,for free,1,1,233,none,yes,yes,-277,52,1
6216132,44,male,single,unemployed/unskilled - non-resident,2,delay,3584,car (new),22,2,none,4,real estate,none,own,2,1,216,registered,yes,yes,103,418,2
14595599,48,male,single,skilled employee / official,6,delay,1911,business,14,4,none,4,life insurance,none,rent,1,1,200,none,no,yes,no checking account,41,1
11165442,49,male,single,management/self-employed/highly qualified,<1 year,critical account,376,furniture/equipment,23,4,co-applicant,3,real estate,bank,own,1,1,191,registered,yes,yes,393,75,2
7053228,37,male,single,unskilled - resident,19,critical account,250,business,23,4,none,2,real estate,none,own,1,1,200,none,yes,yes,-176,unknown,1
3368320,73,male,divorced/separated,skilled employee / official,1,critical account,1072,car (used),23,3,none,2,life insurance,none,own,1,1,219,none,yes,yes,-138,79,2
16087070,35,female,divorced/separated,skilled employee / official,2,critical account,2228,education,69,3,none,4,car or other,none,rent,2,2,218,none,yes,yes,no checking account,36,2
11928555,34,male,single,management/self-employed/highly qualified,<1 year,critical account,1873,car (new),26,3,none,1,unknown /no property,none,own,1,1,301,registered,no,yes,no checking account,70,1
11328358,26,male,single,skilled employee / official,unemployed,critical account,351,car (new),6,1,none,4,life insurance,none,own,2,1,193,registered,no,yes,-122,26,1
10511559,34,male,divorced/separated,skilled employee / official,16,existing credits paid,1783,car (new),17,4,none,2,life insurance,bank,own,2,1,184,none,yes,yes,no checking account,55,1
7177904,26,male,single,unskilled - resident,9,delay,3288,car (new),7,4,none,4,unknown /no property,none,rent,1,1,1185,registered,yes,yes,-239,33,2
9374769,33,male,single,management/self-employed/highly qualified,14,critical account,1260,car (used),26,4,none,4,real estate,none,own,1,1,212,none,no,yes,-216,743,2
15104594,20,male,single,skilled employee / official,<1 year,critical account,580,furniture/equipment,21,2,none,4,real estate,none,own,1,1,700,registered,no,yes,581,67,1
512230,29,male,divorced/separated,skilled employee / official,9,critical account,4627,retraining,22,1,none,4,car or other,none,own,1,1,218,registered,yes,yes,102,78,2
9784679,35,female,single,management/self-employed/highly qualified,<1 year,existing credits paid,3733,car (used),17,2,none,2,unknown /no property,none,own,2,2,684,registered,yes,yes,111,unknown,2
14396364,38,male,single,skilled employee / official,4,delay,3175,radio/television,5,1,none,4,real estate,none,own,1,1,231,none,yes,yes,no checking account,516,2
5663464,40,male,single,skilled employee / official,1,existing credits paid,355,car (new),4,3,none,4,unknown /no property,none,own,2,1,209,registered,no,no,no checking account,unknown,1
11064235,33,male,single,skilled employee / official,4,existing credits paid,1811,car (new),4,4,none,4,unknown /no property,none,own,1,1,149,none,no,yes,no checking account,28,2
6621788,37,female,single,skilled employee / official,1,no credits,18424,domestic appliances,23,4,none,4,life insurance,none,own,1,1,0,none,yes,yes,no checking account,83,1
5998594,34,male,single,unskilled - resident,<1 year,critical account,380,car (new),43,4,none,4,real estate,bank,own,2,2,414,registered,yes,yes,165,50,1
